|city_clear|ru_names|ru_names2|ru_names3
3237|Протвино Моск. обл.|Протвино Моск. обл.|Протвино Моск. .|Протвино Моск. .
3238|Прохладный|Прохладный|Прохладный|Прохладный
3239|Прохладный (Нальчик)|Прохладный Нальчик|Прохладный Нальчик|Прохладный Нальчик
3240|Прохладный (Республика Кабардино-Балкария) (Нальчик)|Прохладный Республика Кабардино-Балкария Нальчик|Прохладный Республика Кабардино-Балкария Нальчик|Прохладный Республика Кабардино-Балкария Нальчик
3241|Прохладный, КБР|Прохладный КБР|Прохладный Р|Прохладный Р
3242|Пряжа|Пряжа|Пряжа|Пряжа
3243|Псков|Псков|Псков|Псков
3244|Псков (Псковская область)|Псков Псковская область|Псков |Псков 
3245|Псков (Санкт-Петербург)|Псков Санкт-Петербург|Псков Санкт-Петербург|Псков Санкт-Петербург
3246|Пугачев|Пугачев|Пугачев|Пугачев
3247|Пугчев|Пугчев|Пугчев|Пугчев
3248|Пурпе|Пурпе|Пурпе|Пурпе
3249|Пустошка|Пустошка|Пустошка|Пустошка
3250|Путилково|Путилково|Путилково|Путилково
3251|Пушкин|Пушкин|Пушкин|Пушкин
3252|Пушкин (Санкт-Петербург и область)|Пушкин Санкт-Петербург и область|Пушкин Санкт-Петербург |Пушкин Санкт-Петербург 
3253|Пушкино|Пушкино|Пушкино|Пушкино
3254|Пушкино (МО)|Пушкино МО|Пушкино |Пушкино 
3255|Пушкино (Москва)|Пушкино Москва|Пушкино Москва|Пушкино Москва
3256|Пушкино (Московская обл.)|Пушкино Московская обл.|Пушкино .|Пушкино .
3257|Пушкино (Московская область)|Пушкино Московская область|Пушкино |Пушкино 
3258|Пушкино М О|Пушкино М О|Пушкино М О|Пушкино М О
3259|Пушкино М.о.|Пушкино М.о.|Пушкино М.о.|Пушкино М.о.
3260|Пушкино МО|Пушкино МО|Пушкино |Пушкино 
3261|Пушкино Моск. обл.|Пушкино Моск. обл.|Пушкино Моск. .|Пушкино Моск. .
3262|Пушкино Моск. области|Пушкино Моск. области|Пушкино Моск. асти|Пушкино Моск. асти
3263|Пушкино Московская область|Пушкино Московская область|Пушкино |Пушкино 
3264|Пушкино Московской области|Пушкино Московской области|Пушкино асти|Пушкино асти
3265|Пушкино московская область|Пушкино московская область|Пушкино |Пушкино 
3266|Пушкино, Московская область|Пушкино Московская область|Пушкино |Пушкино 
3267|Пушкино, ОСБ 2570/0118|Пушкино ОСБ 25700118|Пушкино Б |Пушкино Б 
3268|Пушкинские Горы|Пушкинские Горы|Пушкинские Горы|Пушкинские Горы
3269|Пущино|Пущино|Пущино|Пущино
3270|Пущино, МО|Пущино МО|Пущино |Пущино 
3271|Пуэртопринсесса Москва Ростов на Дону|Пуэртопринсесса Москва Ростов на Дону|Пуэртопринсесса Москва Ростов на Дону|Пуэртопринсесса Москва Ростов на Дону
3272|Пыталово|Пыталово|Пыталово|Пыталово
3273|Пыть-Ях|Пыть-Ях|Пыть-Ях|Пыть-Ях
3274|Пятигорск|Пятигорск|Пятигорск|Пятигорск
3275|Пятигорск (Ставропольский край)|Пятигорск Ставропольский край|Пятигорск Ставропольский край|Пятигорск Ставропольский край
3276|Пятигорск, Ставропольский край|Пятигорск Ставропольский край|Пятигорск Ставропольский край|Пятигорск Ставропольский край
3277|Пятигорский|Пятигорский|Пятигорский|Пятигорский
3278|Пятингорск|Пятингорск|Пятингорск|Пятингорск
3279|Пятницкое|Пятницкое|Пятницкое|Пятницкое
3280|Р. Коми , г. Воркута|Р. Коми г. Воркута|Р. Коми г. Воркута|Р. Коми г. Воркута
3281|Р.П. ЛИНЕВО|Р.П. ЛИНЕВО|Р.П. |Р.П. 
3282|Р.П.Воскресенское|Р.П.Воскресенское|Р.П.Воскресенское|Р.П.Воскресенское
3283|РК|РК||
3284|РОСТОВ-НА -ДОНУ|РОСТОВ-НА -ДОНУ|- -|- -
3285|РОСТОВ-НА-ДОНУ|РОСТОВ-НА-ДОНУ|--|--
3286|РП.Пречистое Ярославской области|РП.Пречистое Ярославской области|.Пречистое асти|.Пречистое асти
3287|РС(Я),Мегино-Кангаласский р-н.,с.Майя|РС Я Мегино-Кангаласский р-н. С.Майя| Я Мегино-Кангаласский . С.Майя| Я Мегино-Кангаласский . С.Майя
3288|РСО   Алания с.Октябрьское|РСО Алания с.Октябрьское|О Алания с.Октябрьское|О Алания с.Октябрьское
3289|РТ Бавлы|РТ Бавлы| Бавлы| Бавлы
3290|РТ, г.Нижнекамск|РТ г.Нижнекамск| г.Нижнекамск| г.Нижнекамск
3291|РТ, г.Тетюши|РТ г.Тетюши| г.Тетюши| г.Тетюши
3292|РТ,г.Набережные Челны|РТ г.Набережные Челны| г.Набережные Челны| г.Набережные Челны
3293|РФ|РФ||
3294|РЯЗАНЬ|РЯЗАНЬ||
3295|Раанана, Израиль (Нижний Тагил)|Раанана Израиль Нижний Тагил|Раанана Израиль Нижний Тагил|Раанана Израиль Нижний Тагил
3296|Радищево|Радищево|Радищево|Радищево
3297|Радужный|Радужный|Радужный|Радужный
3298|Радужный (Владимир)|Радужный Владимир|Радужный Владимир|Радужный Владимир
3299|Радужный (Владимирская область)|Радужный Владимирская область|Радужный |Радужный 
3300|Радужный Владимирской обл.|Радужный Владимирской обл.|Радужный .|Радужный .
3301|Радужный Владимирской области|Радужный Владимирской области|Радужный асти|Радужный асти
3302|Радужный ХМАО Югры|Радужный ХМАО Югры|Радужный  Югры|Радужный  Югры
3303|Раевский|Раевский|Раевский|Раевский
3304|Разань, Москва|Рязань Москва|Рязань Москва|Рязань Москва
3305|Развилка (Московская обл.) (Москва)|Развилка Московская обл. Москва|Развилка . Москва|Развилка . Москва
3306|Райчихинск|Райчихинск|Райчихинск|Райчихинск
3307|Ракитное|Ракитное|Ракитное|Ракитное
3308|Раменкое|Раменское|Раменское|Раменское
3309|Раменское|Раменское|Раменское|Раменское
3310|Раменское (Московская обл.)|Раменское Московская обл.|Раменское .|Раменское .
3311|Раменское (Московская обл.) (Москва)|Раменское Московская обл. Москва|Раменское . Москва|Раменское . Москва
3312|Раменское МОи|Раменское МОи|Раменское и|Раменское и
3313|Раменское Мос.обл.|Раменское Мос.обл.|Раменское Мос..|Раменское Мос..
3314|Раменское, МО|Раменское МО|Раменское |Раменское 
3315|Раменское, Мос.обл.|Раменское Мос.обл.|Раменское Мос..|Раменское Мос..
3316|Раменское, Моск. обл.|Раменское Моск. обл.|Раменское Моск. .|Раменское Моск. .
3317|Раменское, Московская обл.|Раменское Московская обл.|Раменское .|Раменское .
3318|Раменское, Московской обл.|Раменское Московской обл.|Раменское .|Раменское .
3319|Рамонь|Рамонь|Рамонь|Рамонь
3320|Рассказово|Рассказово|Рассказово|Рассказово
3321|Ревда|Ревда|Ревда|Ревда
3322|Ревда (Свердловская обл.)|Ревда Свердловская обл.|Ревда .|Ревда .
3323|Ревда Свердловской области|Ревда Свердловской области|Ревда асти|Ревда асти
3324|Ревда, свердл.обл|Ревда свердл.обл|Ревда свердл.|Ревда свердл.
3325|Реж|Реж|Реж|Реж
3326|Республика Башкортостан г.Уфа|Республика Башкортостан г.Уфа|Республика Башкортостан г.Уфа|Республика Башкортостан г.Уфа
3327|Республика Башкортостан, Буздякский район, с. Старый Буздяк|Республика Башкортостан Буздякский район с. Старый Буздяк|Республика Башкортостан  с. Старый Буздяк|Республика Башкортостан  с. Старый Буздяк
3328|Республика Башкортостан, город Учалы|Республика Башкортостан город Учалы|Республика Башкортостан город Учалы|Республика Башкортостан город Учалы
3329|Республика Башкортостан,Зилаирский р-н,с.Матраево|Республика Башкортостан Зилаирский р-н с.Матраево|Республика Башкортостан Зилаирский  с.Матраево|Республика Башкортостан Зилаирский  с.Матраево
3330|Республика Калмыкия Элиста|Республика Калмыкия Элиста|Республика Калмыкия Элиста|Республика Калмыкия Элиста
3331|Республика Карелия петрозаводск|Республика Карелия петрозаводск|Республика Карелия петрозаводск|Республика Карелия петрозаводск
3332|Республика Коми|Республика Коми|Республика Коми|Республика Коми
3333|Республика Мордовия г. Саранск|Республика Мордовия г. Саранск|Республика Мордовия г. Саранск|Республика Мордовия г. Саранск
3334|Республика Саха (Якутия)|Республика Саха Якутия|Республика Саха Якутия|Республика Саха Якутия
3335|Республика ТАТАРСТАН г.Нижнекамск|Республика ТАТАРСТАН г.Нижнекамск|Республика Н г.Нижнекамск|Республика Н г.Нижнекамск
3336|Республика Хакасия, г. Черногорск|Республика Хакасия г. Москва Черногорск|Республика Хакасия г. Москва Черногорск|Республика Хакасия г. Москва Черногорск
3337|Реутов|Реутов|Реутов|Реутов
3338|Реутов (Москва и область)|Реутов Москва и область|Реутов Москва |Реутов Москва 
3339|Реутов (Москва)|Реутов Москва|Реутов Москва|Реутов Москва
3340|Реутов (Московская обл.)|Реутов Московская обл.|Реутов .|Реутов .
3341|Реутов М.О.|Реутов М.О.|Реутов М.О.|Реутов М.О.
3342|Реутов, МО|Реутов МО|Реутов |Реутов 
3343|Реутов, Московская область|Реутов Московская область|Реутов |Реутов 
3344|Реутов, Московская область (Москва)|Реутов Московская область Москва|Реутов  Москва|Реутов  Москва
3345|Реутово|Реутово|Реутово|Реутово
3346|Рефтинский|Рефтинский|Рефтинский|Рефтинский
3347|Ржев|Ржев|Ржев|Ржев
3348|Ржев (Тверская обл.)|Ржев Тверская обл.|Ржев .|Ржев .
3349|Ржев (д. Митьково Ржевского района) (Ржев)|Ржев д. Митьково Ржевского района Ржев|Ржев д. Митьково а Ржев|Ржев д. Митьково а Ржев
3350|Ржев Тверской области|Ржев Тверской области|Ржев асти|Ржев асти
3351|Рига|Рига|Рига|Рига
3352|Ркза|Ркза|Ркза|Ркза
3353|РнД|РнД|РнД|РнД
3354|Ровеньки|Ровеньки|Ровеньки|Ровеньки
3355|Ровно|Ровно|Ровно|Ровно
3356|Рогачево|Рогачево|Рогачево|Рогачево
3357|Роговская|Роговская|Роговская|Роговская
3358|Родино|Родино|Родино|Родино
3359|Родники|Родники|Родники|Родники
3360|Родники, Ивановская область|Родники Ивановская область|Родники |Родники 
3361|Родники, Ивановской области|Родники Ивановской области|Родники асти|Родники асти
3362|Родничок|Родничок|Родничок|Родничок
3363|Росиия|Росиия|Росиия|Росиия
3364|Рославль|Рославль|Рославль|Рославль
3365|Рославль (Смоленская обл.)|Рославль Смоленская обл.|Рославль .|Рославль .
3366|Рославльский р-н,д.Заря|Рославльский р-нд.Заря|Рославльский д.Заря|Рославльский д.Заря
3367|Россия|Россия|Россия|Россия
3368|Россия (Россия)|Россия Россия|Россия Россия|Россия Россия
3369|Россия Санкт-Петербург (Россия)|Россия Санкт-Петербург Россия|Россия Санкт-Петербург Россия|Россия Санкт-Петербург Россия
3370|Россия, Волгоград (Россия)|Россия Волгоград Россия|Россия Волгоград Россия|Россия Волгоград Россия
3371|Россия, Москва (Россия)|Россия Москва Россия|Россия Москва Россия|Россия Москва Россия
3372|Россия, Ростов на Дону Филиппины Эль Нидо|Россия Ростов на Дону Филиппины Эль Нидо|Россия Ростов на Дону Филиппины Эль Нидо|Россия Ростов на Дону Филиппины Эль Нидо
3373|Россия, Санкт Петербург (Россия)|Россия Санкт Петербург Россия|Россия Санкт Петербург Россия|Россия Санкт Петербург Россия
3374|Россия, Саратов (Россия)|Россия Саратов Россия|Россия Саратов Россия|Россия Саратов Россия
3375|Россия, Южный ФО, Астраханская обл., Астрахань|Россия Южный ФО Астраханская обл. Астрахань|Россия Южный  . Астрахань|Россия Южный  . Астрахань
3376|Россия, г.Орск (Россия)|Россия г.Орск Россия|Россия г.Орск Россия|Россия г.Орск Россия
3377|Россошь|Россошь|Россошь|Россошь
3378|Россошь г.|Россошь г.|Россошь г.|Россошь г.
3379|Росто-на-Дону|Росто-на-Дону|Росто-на-Дону|Росто-на-Дону
3380|Ростов|Ростов|Ростов|Ростов
3381|Ростов (Ростовская область)|Ростов Ростовская область|Ростов |Ростов 
3382|Ростов - на - Дону|Ростов - на - Дону|Ростов - на - Дону|Ростов - на - Дону
3383|Ростов -на -Дону|Ростов -на -Дону|Ростов -на -Дону|Ростов -на -Дону
3384|Ростов -на-Дону|Ростов -на-Дону|Ростов -на-Дону|Ростов -на-Дону
3385|Ростов Великий|Ростов Великий|Ростов Великий|Ростов Великий
3386|Ростов Ярославская область|Ростов Ярославская область|Ростов |Ростов 
3387|Ростов Ярославской обл.|Ростов Ярославской обл.|Ростов .|Ростов .
3388|Ростов н/Д|Ростов н  Д|Ростов н  Д|Ростов н  Д
3389|Ростов на Дону|Ростов на Дону|Ростов на Дону|Ростов на Дону
3390|Ростов на Дону (Москва)|Ростов на Дону Москва|Ростов на Дону Москва|Ростов на Дону Москва
3391|Ростов на Дону (Ростовская область)|Ростов на Дону Ростовская область|Ростов на Дону |Ростов на Дону 
3392|Ростов на дону|Ростов на дону|Ростов на дону|Ростов на дону
3393|Ростов, Ярославской обл.|Ростов Ярославской обл.|Ростов .|Ростов .
3394|Ростов- на - дону|Ростов- на - дону|Ростов- на - дону|Ростов- на - дону
3395|Ростов-На-Дону|Ростов-На-Дону|Ростов-На-Дону|Ростов-На-Дону
3396|Ростов-н/Д|Ростов-н  Д|Ростов-н  Д|Ростов-н  Д
3397|Ростов-на -Дону|Ростов-на -Дону|Ростов-на -Дону|Ростов-на -Дону
3398|Ростов-на Дону|Ростов-на Дону|Ростов-на Дону|Ростов-на Дону
3399|Ростов-на- Дону|Ростов-ранее Дону|Ростов-ранее Дону|Ростов-ранее Дону
3400|Ростов-на-Догну|Ростов-на-Догну|Ростов-на-Догну|Ростов-на-Догну
3401|Ростов-на-Дону|Ростов-на-Дону|Ростов-на-Дону|Ростов-на-Дону
3402|Ростов-на-Дону (Краснодар)|Ростов-на-Дону Краснодар|Ростов-на-Дону Краснодар|Ростов-на-Дону Краснодар
3403|Ростов-на-Дону (Москва)|Ростов-на-Дону Москва|Ростов-на-Дону Москва|Ростов-на-Дону Москва
3404|Ростов-на-Дону (Россия)|Ростов-на-Дону Россия|Ростов-на-Дону Россия|Ростов-на-Дону Россия
3405|Ростов-на-Дону (Ростовская область)|Ростов-на-Дону Ростовская область|Ростов-на-Дону |Ростов-на-Дону 
3406|Ростов-на-Дону (филиал на Малиновского)|Ростов-на-Дону филиал на Малиновского|Ростов-на-Дону филиал на Малиновского|Ростов-на-Дону филиал на Малиновского
3407|Ростов-на-Дону г.|Ростов-на-Дону|Ростов-на-Дону|Ростов-на-Дону
3408|Ростов-на-Дону, бул. Комарова, 28б|Ростов-на-Дону бул. Комарова 28б|Ростов-на-Дону бул. Комарова 28б|Ростов-на-Дону бул. Комарова 28б
3409|Ростов-на-Дону,Москва|Ростов-на-Дону Москва|Ростов-на-Дону Москва|Ростов-на-Дону Москва
3410|Ростов-на-Дрну|Ростов-на-Дону|Ростов-на-Дону|Ростов-на-Дону
3411|Ростов-на-дону|Ростов-на-дону|Ростов-на-дону|Ростов-на-дону
3412|Ростов-на_Дону|Ростов-на Дону|Ростов-на Дону|Ростов-на Дону
3413|Ростов-на_дону|Ростов-на дону|Ростов-на дону|Ростов-на дону
3414|Ростов-наДону|Ростов-на Дону|Ростов-на Дону|Ростов-на Дону
3415|Ростов-нв-Дону|Ростов-на-Дону|Ростов-на-Дону|Ростов-на-Дону
3416|Ростовановское|Ростовановское|Ростовановское|Ростовановское
3417|Ростовская обл, г. Волгодонск|Ростовская обл г. Москва Волгодонск| г. Москва Волгодонск| г. Москва Волгодонск
3418|Ростовская обл.|Ростовская обл.|.|.
3419|Ростовская обл., Неклиновский р-н, с. Фёдоровка|Ростовская обл. Неклиновский р-н с. Фёдоровка|. Неклиновский  с. Фёдоровка|. Неклиновский  с. Фёдоровка
3420|Ростовская обл., г. Аксай|Ростовская обл. Г. Москва Аксай|. Г. Москва Аксай|. Г. Москва Аксай
3421|Ростовская обл., с.Заветное|Ростовская обл. С.Заветное|. С.Заветное|. С.Заветное
3422|Ростовская обл.Орловский район,Пос.Красноармейский,пер.Красноармейский д.52|Ростовская обл.Орловский район Пос.Красноармейский пер.Красноармейский д.52|. Пос.Красноармейский пер.Красноармейский д.52|. Пос.Красноармейский пер.Красноармейский д.52
3423|Ростовская область|Ростовская область||
3424|Ростовская область Семикаракорский район пос Вершинный|Ростовская область Семикаракорский район пос Вершинный|  пос Вершинный|  пос Вершинный
3425|Ростовская область г. Каменск Шахтинский|Ростовская область г. Каменск Шахтинский| г. Каменск Шахтинский| г. Каменск Шахтинский
3426|Ростовская область, Обливский район, станица Обливская|Ростовская область Обливский район станица Обливская|  станица Обливская|  станица Обливская
3427|Ростовский филиал|Ростовский филиал|Ростовский филиал|Ростовский филиал
3428|Ротов-на-Дону|Ростов-на-Дону|Ростов-на-Дону|Ростов-на-Дону
3429|Роттердам|Роттердам|Роттердам|Роттердам
3430|Рошаль|Рошаль|Рошаль|Рошаль
3431|Рощино|Рощино|Рощино|Рощино
3432|Ррррррррррр|Ррррррррррр|Ррррррррррр|Ррррррррррр
3433|Ртищево|Ртищево|Ртищево|Ртищево
3434|Рубцовск|Рубцовск|Рубцовск|Рубцовск
3435|Рубцовск (Алтайский край)|Рубцовск Алтайский край|Рубцовск Алтайский край|Рубцовск Алтайский край
3436|Рубцовск,  Алтайский край|Рубцовск Алтайский край|Рубцовск Алтайский край|Рубцовск Алтайский край
3437|Рубцовск,Алтайский край|Рубцовск Алтайский край|Рубцовск Алтайский край|Рубцовск Алтайский край
3438|Рубцоск|Рубцовск|Рубцовск|Рубцовск
3439|Рудногорск (Иркутская обл.)|Рудногорск Иркутская обл.|Рудногорск .|Рудногорск .
3440|Рудногорск (Москва)|Рудногорск Москва|Рудногорск Москва|Рудногорск Москва
3441|Руза|Руза|Руза|Руза
3442|Руза (Москва)|Руза Москва|Руза Москва|Руза Москва
3443|Руза Московская область|Руза Московская область|Руза |Руза 
3444|Рузаевка|Рузаевка|Рузаевка|Рузаевка
3445|Рузаевка-Мордовия|Рузаевка-Мордовия|Рузаевка-Мордовия|Рузаевка-Мордовия
3446|Румянцево|Румянцево|Румянцево|Румянцево
3447|Рыбинск|Рыбинск|Рыбинск|Рыбинск
3448|Рыбинск (Ярославль)|Рыбинск Ярославль|Рыбинск Ярославль|Рыбинск Ярославль
3449|Рыбинск (Ярославская обл.)|Рыбинск Ярославская обл.|Рыбинск .|Рыбинск .
3450|Рыбинск (Ярославская область)|Рыбинск Ярославская область|Рыбинск |Рыбинск 
3451|Рыбинск Ярославская обл|Рыбинск Ярославская обл|Рыбинск |Рыбинск 
3452|Рыбинск, Ярославская область|Рыбинск Ярославская область|Рыбинск |Рыбинск 
3453|Рыбное|Рыбное|Рыбное|Рыбное
3454|Рыбное Рязанской области|Рыбное Рязанской области|Рыбное асти|Рыбное асти
3455|Рыбное, Рязанской области|Рыбное Рязанской области|Рыбное асти|Рыбное асти
3456|Рыбное,Рязанская обл.|Рыбное Рязанская обл.|Рыбное .|Рыбное .
3457|Рыльск|Рыльск|Рыльск|Рыльск
3458|Ряжск|Ряжск|Ряжск|Ряжск
3459|Рязанская область, р.п. Ухолово|Рязанская область р.п. Ухолово| р.п. Ухолово| р.п. Ухолово
3460|Рязантдк|Рязантдк|Рязантдк|Рязантдк
3461|Рязанцево|Рязанцево|Рязанцево|Рязанцево
3462|Рязань|Рязань|Рязань|Рязань
3463|Рязань (Воронеж)|Рязань Воронеж|Рязань Воронеж|Рязань Воронеж
3464|Рязань (Москва)|Рязань Москва|Рязань Москва|Рязань Москва
3465|Рязань (Нижний Новгород)|Рязань Нижний Новгород|Рязань Нижний Новгород|Рязань Нижний Новгород
3466|Рязань (Челябинск)|Рязань Челябинск|Рязань Челябинск|Рязань Челябинск
3467|Рязань, Москва|Рязань Москва|Рязань Москва|Рязань Москва
3468|Ряззань|Ряззань|Ряззань|Ряззань
3469|Рязынь|Рязынь|Рязынь|Рязынь
3470|С Пб|С Пб|С Пб|С Пб
3471|С-ПБ|С-ПБ|С-|С-
3472|С-Пб|С-Пб|С-Пб|С-Пб
3473|С-Пб.|С-Пб.|С-Пб.|С-Пб.
3474|С-Петербург|С-Петербург|С-Петербург|С-Петербург
3475|С-Петербург, г.Красное Село|С-Петербург г.Красное Село|С-Петербург г.Красное Село|С-Петербург г.Красное Село
3476|С-Петербург, офис Василеостровский|С-Петербург офис Василеостровский|С-Петербург офис Василеостровский|С-Петербург офис Василеостровский
3477|С-Петербург, пос. Металлострой|С-Петербург пос. Металлострой|С-Петербург пос. Металлострой|С-Петербург пос. Металлострой
3478|С-пб|С-пб|С-пб|С-пб
3479|С. Пб.|С. Пб.|С. Пб.|С. Пб.
3480|С. Петербург|С. Петербург|С. Петербург|С. Петербург
3481|С. Шубинское Барабинского района Новосибирской области|С. Шубинское Барабинского района Новосибирской области|С. Шубинское а асти|С. Шубинское а асти
3482|С.-Петербург|С.-Петербург|С.-Петербург|С.-Петербург
3483|С.Петербург|С.Петербург|С.Петербург|С.Петербург
3484|С.Петербург (Москва)|С.Петербург Москва|С.Петербург Москва|С.Петербург Москва
3485|САМАРА|САМАРА||
3486|САНКТ - ПЕТЕРБУРГ|САНКТ - ПЕТЕРБУРГ|Т - Г|Т - Г
3487|САНКТ-ПЕТЕРБУРГ|САНКТ-ПЕТЕРБУРГ|Т-Г|Т-Г
3488|САНТК-ПЕТЕРБУРГ|САНКТ-ПЕТЕРБУРГ|Т-Г|Т-Г
3489|САРАТОВ|САРАТОВ|В|В
3490|САнкт Петербург|САнкт Петербург|нкт Петербург|нкт Петербург
3491|САнкт-Петербург|САнкт-Петербург|нкт-Петербург|нкт-Петербург
3492|СВЕРДЛООВСКАЯ ОБЛ,Г.ПЕРВОУРАЛЬСК, ОТД НА ВАТУТИНА №7003|СВЕРДЛООВСКАЯ ОБЛ Г.ПЕРВОУРАЛЬСК ОТД НА ВАТУТИНА №7003|Я Л Г. Д   №|Я Л Г. Д   №
3493|СЕЛО ПЕШКОВО|СЕЛО ПЕШКОВО| О| О
3494|СЕРПУХОВ|СЕРПУХОВ||
3495|СМОЛЕНСК|СМОЛЕНСК||
3496|СМС по телефону|СМС по телефону|С по телефону|С по телефону
3497|СНГ|СНГ|Г|Г
3498|СП-б|СП-б|-б|-б
3499|СПБ|СПБ|Б|Б
3500|СПБ (Москва)|СПБ Москва|Б Москва|Б Москва
3501|СПБ.|СПБ.|Б.|Б.
3502|СПб|СПб|б|б
3503|СПб (Москва)|СПб Москва|б Москва|б Москва
3504|СПб Пушкин|СПб Пушкин|б Пушкин|б Пушкин
3505|СПб г.Пушкин|СПб г.Пушкин|б г.Пушкин|б г.Пушкин
3506|СПб и Лен. обл.|СПб и Лен. обл.|б и Лен. .|б и Лен. .
3507|СПб и Москва|СПб и Москва|б и Москва|б и Москва
3508|СПб, Колпино|СПб Колпино|б Колпино|б Колпино
3509|СПб, Маскат|СПб Маскат|б Маскат|б Маскат
3510|СПб, Пушкин|СПб Пушкин|б Пушкин|б Пушкин
3511|СПб,Крестьянский пер.,д.5|СПбКрестьянский пер.д.5|бКрестьянский пер.д.5|бКрестьянский пер.д.5
3512|СПб.|СПб.|б.|б.
3513|СПб. / Самусь|СПб.  Самусь|б.  Самусь|б.  Самусь
3514|СТ КРИВЯНСКАЯ|СТ КРИВЯНСКАЯ| | 
3515|СТАРИЦА|СТАРИЦА|А|А
3516|СТАРЫЙ ОСКОЛ|СТАРЫЙ ОСКОЛ| Л| Л
3517|СФО|СФО|О|О
3518|Сагуны|Сагуны|Сагуны|Сагуны
3519|Саект-Петербург|Санкт-Петербург|Санкт-Петербург|Санкт-Петербург
3520|Саки|Саки|Саки|Саки
3521|Сакнт Петербург|Санкт Петербург|Санкт Петербург|Санкт Петербург
3522|Сакнт-Петербург|Сакнт-Петербург|Сакнт-Петербург|Сакнт-Петербург
3523|Сакт - Петербург|Санкт - Петербург|Санкт - Петербург|Санкт - Петербург
3524|Сакт-ПЕтербург|Сакт-ПЕтербург|Сакт-тербург|Сакт-тербург
3525|Сакт-Петербург|Санкт-Петербург|Санкт-Петербург|Санкт-Петербург
3526|Салават|Салават|Салават|Салават
3527|Салават (Республика Башкортостан)|Салават Республика Башкортостан|Салават Республика Башкортостан|Салават Республика Башкортостан
3528|Салават Респ.Башкортостан|Салават Респ.Башкортостан|Салават Респ.Башкортостан|Салават Респ.Башкортостан
3529|Салехард|Салехард|Салехард|Салехард
3530|Салехард (Москва)|Салехард Москва|Салехард Москва|Салехард Москва
3531|Салым|Салым|Салым|Салым
3532|Сальск|Сальск|Сальск|Сальск
3533|Сама уже не пойму какой|Сама уже не пойму какой|Сама уже не пойму какой|Сама уже не пойму какой
3534|Самара|Самара|Самара|Самара
3535|Самара (Казань)|Самара Казань|Самара Казань|Самара Казань
3536|Самара (Москва)|Самара Москва|Самара Москва|Самара Москва
3537|Самара (Самара)|Самара Самара|Самара Самара|Самара Самара
3538|Самара (Самарская область)|Самара Самарская область|Самара |Самара 
3539|Самара (Ульяновск)|Самара Ульяновск|Самара Ульяновск|Самара Ульяновск
3540|Самара Чернореченская 42а (Самара)|Самара Чернореченская 42а Самара|Самара Чернореченская 42а Самара|Самара Чернореченская 42а Самара
3541|Самара г|Самара г|Самара г|Самара г
3542|Самара главный офис|Самара главный офис|Самара главный офис|Самара главный офис
3543|Самара операционный офис|Самара операционный офис|Самара операционный офис|Самара операционный офис
3544|Самара, Москва|Самара Москва|Самара Москва|Самара Москва
3545|Самара, Октябрьский район|Самара Октябрьский район|Самара |Самара 
3546|Самара-Москва|Самара-Москва|Самара-Москва|Самара-Москва
3547|Самара-Новокуйбышевск|Самара-Новокуйбышевск|Самара-Новокуйбышевск|Самара-Новокуйбышевск
3548|Самара.|Самара.|Самара.|Самара.
3549|Самара/СПб|Самара  СПб|Самара  б|Самара  б
3550|Самарская обл Богатовский район с. Максимовка|Самарская обл Богатовский район с. Максимовка|  с. Максимовка|  с. Максимовка
3551|Самарская обл.|Самарская обл.|.|.
3552|Самарская обл. п . Безенчук|Самарская обл. п . Безенчук|. п . Безенчук|. п . Безенчук
3553|Самарская область|Самарская область||
3554|Самарская область, село Кошки|Самарская область село Кошки| село Кошки| село Кошки
3555|Самарское|Самарское|Самарское|Самарское
3556|Самойловка|Самойловка|Самойловка|Самойловка
3557|Сан Диего|Сан Диего|Сан Диего|Сан Диего
3558|Сан-франциско|Сан-франциско|Сан-франциско|Сан-франциско
3559|Санк|Санк|Санк|Санк
3560|Санк- Петербург|Санк- Петербург|Санк- Петербург|Санк- Петербург
3561|Санк-Петербург|Санкт-Петербург|Санкт-Петербург|Санкт-Петербург
3562|Санк-Петербург г.Пушкин|Санкт-Петербург г.Пушкин|Санкт-Петербург г.Пушкин|Санкт-Петербург г.Пушкин
3563|Санк-Петерубрг|Санкт-Петербург|Санкт-Петербург|Санкт-Петербург
3564|Санк_Петербург|Санк_Петербург|Санк_Петербург|Санк_Петербург
3565|СанкПетербург|Санкт Петербург|Санкт Петербург|Санкт Петербург
3566|Санки-Петербург|Санкт-Петербург|Санкт-Петербург|Санкт-Петербург
3567|Санккт-Петербург|Санкт-Петербург|Санкт-Петербург|Санкт-Петербург
3568|Санкт - Петербург|Санкт - Петербург|Санкт - Петербург|Санкт - Петербург
3569|Санкт - петербург|Санкт - петербург|Санкт - петербург|Санкт - петербург
3570|Санкт -Петербург|Санкт -Петербург|Санкт -Петербург|Санкт -Петербург
3571|Санкт Петербург|Санкт Петербург|Санкт Петербург|Санкт Петербург
3572|Санкт Петербург.|Санкт Петербург.|Санкт Петербург.|Санкт Петербург.
3573|Санкт Петергбург|Санкт Петербург|Санкт Петербург|Санкт Петербург
3574|Санкт петербург|Санкт петербург|Санкт петербург|Санкт петербург
3575|Санкт!Петербург|СанктПетербург|СанктПетербург|СанктПетербург
3576|Санкт-|Санкт-|Санкт-|Санкт-
