;Factor_1;Factor_2;Factor_3;Factor_6;pH;sulphates;white
3537;7.32008;0.09712440000000001;4020.20772;12.365;2.93;0.36;1
3538;6.675076;1.5711359999999996;51244.658079999994;9.365032;3.04;0.47;1
3539;6.374656;0.6472464;44398.68220799999;9.163567999999998;3.11;0.6;1
3540;6.743151999999999;0.106596;3748.3992;11.106368;3.27;0.54;1
3541;6.986;0.26224000000000003;57413.8422;9.1816;2.91;0.46;1
3542;6.986;0.26224000000000003;57413.8422;9.1816;2.91;0.46;1
3543;6.675076;1.5711359999999996;51244.658079999994;9.365032;3.04;0.47;1
3544;6.743151999999999;0.106596;3748.3992;11.106368;3.27;0.54;1
3545;6.747368;0.1510272;6311.964312000001;10.716408000000001;3.27;0.55;1
3546;6.986;0.26224000000000003;57413.8422;9.1816;2.91;0.46;1
3547;6.374656;0.6472464;44398.68220799999;9.163567999999998;3.11;0.6;1
3548;7.121808;0.25308;1240.3815599999998;12.364249999999998;2.96;0.36;1
3549;7.684138;1.5046016;146112.78633600002;9.280842;3.0;0.54;1
3550;6.9333599999999995;0.45907289999999995;2085.95088;11.291471999999999;3.21;0.5;1
3551;7.080546;0.3364416;71170.85606399999;9.9726;3.04;0.56;1
3552;6.2545139999999995;0.34944000000000003;84661.10150399999;10.622745999999998;3.07;0.75;1
3553;7.080546;0.3364416;71170.85606399999;9.9726;3.04;0.56;1
3554;7.121808;0.25308;1240.3815599999998;12.364249999999998;2.96;0.36;1
3555;6.537564;0.2718576;6743.200103999999;12.678912;3.19;0.27;1
3556;7.684138;1.5046016;146112.78633600002;9.280842;3.0;0.54;1
3557;6.9333599999999995;0.45907289999999995;2085.95088;11.291471999999999;3.21;0.5;1
3558;6.365376;1.5844139999999998;62174.605751999996;9.448605;3.24;0.43;1
3559;6.365376;1.609452;54384.28065899999;9.448605;3.24;0.43;1
3560;6.36544;1.461312;59481.45624000001;9.4487;3.24;0.43;1
3561;6.557892;0.33480000000000004;20699.09184;10.731096;3.06;0.38;1
3562;6.557892;0.33480000000000004;20699.09184;10.731096;3.06;0.38;1
3563;6.49779;0.6024375;74774.56800000001;8.797008;3.2;0.47;1
3564;6.557892;0.33480000000000004;20699.09184;10.731096;3.06;0.38;1
3565;7.5575920000000005;0.27420120000000003;77812.96723200001;10.93862;3.08;0.38;1
3566;5.737244;0.0;4700.58336;12.265832;3.29;0.38;1
3567;6.440785;0.13384800000000002;1098.6988319999996;11.197057;3.25;0.75;1
3568;8.654238;0.23317200000000005;13947.050591999998;11.141087999999998;3.12;0.49;1
3569;6.336512;0.11562879999999998;7190.356991999999;12.376;3.24;0.66;1
3570;6.6563159999999995;0.07001280000000001;11645.175168;9.9348;3.12;0.44;1
3571;6.751243999999999;0.383097;26562.173819999996;10.921129999999998;3.12;0.56;1
3572;5.96388;0.7904000000000001;48226.319232;10.43679;3.16;0.88;1
3573;5.96388;0.7904000000000001;48226.319232;10.43679;3.16;0.88;1
3574;6.751243999999999;0.383097;26562.173819999996;10.921129999999998;3.12;0.56;1
3575;6.34112;0.33771359999999995;7906.584;11.29512;3.12;0.54;1
3576;5.850735;0.27321840000000003;35149.03425;11.205645;3.16;0.44;1
3577;7.133472000000001;0.1642938;3254.6466000000005;12.087272;2.97;0.52;1
3578;6.332288000000001;0.244644;9324.294080000001;12.466692;2.9;0.66;1
3579;7.244812;0.34224;27322.86564;11.016084;2.9;0.37;1
3580;6.93406;0.47319300000000003;6789.831552;12.184134;3.26;0.47;1
3581;6.848595;0.514596;2906.1864;10.32252;2.92;0.59;1
3582;6.294708;0.62016;171853.0221;8.792608000000001;3.13;0.48;1
3583;6.554196;0.11006820000000002;2576.196252;9.43407;3.27;0.61;1
3584;6.294708;0.62016;171853.0221;8.792608000000001;3.13;0.48;1
3585;6.765864;0.2950848;13274.625168;10.347792;3.42;0.44;1
3586;6.732;0.6678880000000001;19806.93;12.87;3.11;0.27;1
3587;7.052997999999999;0.4492320000000001;40318.81075;12.119235999999999;3.16;0.46;1
3588;5.668992;0.31584;71111.83564800001;10.44288;3.03;0.34;1
3589;5.75708;0.5285775;32744.48436;10.720080000000001;3.33;0.42;1
3590;5.338224;0.39075840000000006;11615.975424000002;13.048991999999998;3.2;0.53;1
3591;5.738868;0.329728;22507.246619999998;12.86298;3.16;0.57;1
3592;6.656182;0.6390384;4711.384704;9.9346;3.5;0.47;1
3593;6.055347999999999;0.2736;1493.7848639999997;10.323872;3.42;0.48;1
3594;6.43136;0.39735800000000004;11004.05696;12.269056;3.16;0.54;1
3595;4.9488;0.849555;47220.45984;12.767904000000001;3.27;0.34;1
3596;5.338224;0.39075840000000006;11615.975424000002;13.048991999999998;3.2;0.53;1
3597;6.767563999999999;0.31536959999999997;107964.93895199998;10.449914999999999;3.02;0.56;1
3598;5.738868;0.329728;22507.246619999998;12.86298;3.16;0.57;1
3599;6.461130000000001;0.172692;1793.2120800000002;11.133024;3.07;0.36;1
3600;5.836044;0.35022719999999996;6618.667392000001;12.562332;3.41;0.55;1
3601;6.178610000000001;0.257796;109299.6109;9.36757;3.14;0.52;1
3602;6.736828;0.20662499999999998;16922.31751;12.780159000000001;3.03;0.32;1
3603;7.218896999999999;0.28155519999999995;3424.723848;12.855569999999998;2.96;0.35;1
3604;5.3320680000000005;0.24273;2754.9018;13.428912;3.31;0.4;1
3605;6.556176;0.403648;2892.66432;9.039576;3.32;0.55;1
3606;5.555199999999999;0.386365;16598.937599999997;10.3168;3.25;0.43;1
3607;5.233326;0.24273;2754.9018;13.428912;3.31;0.4;1
3608;6.849975000000001;1.8192511999999998;39896.835549999996;12.11155;3.28;0.44;1
3609;7.203168;0.5425125000000001;39666.645648;8.703828;3.1;0.51;1
3610;7.060524;0.20979000000000006;19045.51488;10.44162;3.04;0.37;1
3611;6.782456000000001;0.495198;187191.446823;10.173684;3.24;0.78;1
3612;6.9459599999999995;0.18841680000000002;41208.19766399999;12.4035;3.06;0.34;1
3613;6.339712;0.4380288;5655.815567999999;11.193553999999999;3.11;0.75;1
3614;6.782456000000001;0.495198;187191.446823;10.173684;3.24;0.78;1
3615;6.743151999999999;0.31768799999999997;31938.74112;12.494663999999998;3.13;0.63;1
3616;6.782456000000001;0.495198;187191.446823;10.173684;3.24;0.78;1
3617;7.557287999999999;1.7092889999999998;7603.427232;9.744924;3.09;0.5;1
3618;5.964120000000001;0.127008;45589.73328000001;10.735416000000003;3.15;0.34;1
3619;7.038087999999999;0.54684;18898.7532;12.391;3.32;0.56;1
3620;6.9459599999999995;0.18841680000000002;41208.19766399999;12.4035;3.06;0.34;1
3621;5.5496;0.20412;24200.22;11.3965;3.3;0.31;1
3622;7.34894;0.17297280000000004;22512.38528;11.32134;2.98;0.41;1
3623;7.060524;0.20979000000000006;19045.51488;10.44162;3.04;0.37;1
3624;6.743151999999999;0.31768799999999997;31938.74112;12.494663999999998;3.13;0.63;1
3625;7.203168;0.5425125000000001;39666.645648;8.703828;3.1;0.51;1
3626;6.343168000000001;0.46427999999999997;11474.989136;10.902320000000001;3.17;0.68;1
3627;6.339712;0.4380288;5655.815567999999;11.193553999999999;3.11;0.75;1
3628;6.782456000000001;0.49249200000000004;186168.54274200002;10.173684;3.24;0.78;1
3629;6.2345429999999995;0.25850880000000004;3648.0983039999996;11.479476;3.06;0.74;1
3630;7.557287999999999;1.7092889999999998;7603.427232;9.744924;3.09;0.5;1
3631;6.95408;0.89262;5185.7568;10.033743999999999;3.1;0.52;1
3632;6.5936639999999995;0.39754;57969.84547199999;9.191168;3.06;0.5;1
3633;7.4913;0.6696;61236.88271999999;9.089443999999999;3.05;0.53;1
3634;7.4913;0.6696;61236.88271999999;9.089443999999999;3.05;0.53;1
3635;7.4913;0.6696;61236.88271999999;9.089443999999999;3.05;0.53;1
3636;7.4913;0.6696;61236.88271999999;9.089443999999999;3.05;0.53;1
3637;6.530633999999999;0.14907300000000004;3517.63695;11.577032999999998;2.96;0.5;1
3638;6.633938;0.6833387999999999;5237.444544;12.475763999999998;3.23;0.44;1
3639;7.683522000000001;2.592744;131441.51192400002;8.98074;2.86;0.47;1
3640;6.646802;0.15342209999999998;10379.130132;10.019806;3.12;0.44;1
3641;4.639934;0.010854;44.4249;13.426192;3.3;0.34;1
3642;7.4913;0.6696;61236.88271999999;9.089443999999999;3.05;0.53;1
3643;6.278957999999999;0.25758;95746.93354799999;9.169272;3.09;0.54;1
3644;6.5837639999999995;0.5995640000000001;88701.2568;8.778352;3.12;0.51;1
3645;8.43812;0.14364;3527.1341600000005;9.927200000000001;2.83;0.36;1
3646;6.481280000000001;0.938448;28924.456960000003;9.073792000000001;3.47;0.48;1
3647;6.739071999999999;0.42682639999999994;6276.850943999999;11.099647999999998;3.04;0.35;1
3648;6.260498999999999;0.27246239999999994;8041.2631599999995;9.142315999999997;3.11;0.52;1
3649;6.5936639999999995;0.39754;57969.84547199999;9.191168;3.06;0.5;1
3650;6.57096;1.026;86019.84;9.4582;3.18;0.48;1
3651;6.242985;0.33488640000000003;15062.44;11.792305;3.35;0.6;1
3652;7.652414;0.6474960000000001;7680.24096;9.739436000000001;3.11;0.62;1
3653;7.652414;0.6592398000000002;7723.96904;9.739436000000001;3.11;0.62;1
3654;5.660043;0.4006800000000001;47276.2539;10.724292;3.36;0.44;1
3655;5.348592;0.5235813;4205.181887999999;11.192423999999999;3.37;0.66;1
3656;6.550763999999999;0.24664639999999996;14675.894948000001;12.009734;3.17;0.34;1
3657;4.75296;0.15850800000000004;7012.398359999999;11.18926;3.38;0.34;1
3658;5.660043;0.4006800000000001;47276.2539;10.724292;3.36;0.44;1
3659;6.138744000000001;0.13859999999999997;8420.9706;13.366620000000001;3.36;0.41;1
3660;7.446975;0.6364512000000001;1789.0612740000001;10.227179000000001;3.28;0.45;1
3661;6.95674;0.6016504;86660.90523600002;11.528312;3.08;0.35;1
3662;7.446975;0.6364512000000001;1789.0612740000001;10.227179000000001;3.28;0.45;1
3663;6.43201;0.21731440000000002;7162.686336000001;12.36925;3.21;0.68;1
3664;5.99616;0.319725;45820.656;8.594496;3.39;0.45;1
3665;6.02924;1.1982080000000002;4476.26592;13.24456;3.19;0.33;1
3666;6.44436;0.3514368;12563.52768;12.591287999999999;3.22;0.79;1
3667;7.052004;3.0300479999999994;12395.6352;9.137808;2.97;0.51;1
3668;5.553743999999999;0.214812;3373.89948;10.115747999999998;3.32;0.35;1
3669;6.9854400000000005;0.319158;63386.58110399999;8.98128;2.96;0.39;1
3670;6.9854400000000005;0.319158;63386.58110399999;8.98128;2.96;0.39;1
3671;6.9854400000000005;0.319158;63386.58110399999;8.98128;2.96;0.39;1
3672;6.9854400000000005;0.319158;63386.58110399999;8.98128;2.96;0.39;1
3673;6.9854400000000005;0.319158;63386.58110399999;8.98128;2.96;0.39;1
3674;6.9854400000000005;0.319158;63386.58110399999;8.98128;2.96;0.39;1
3675;6.9854400000000005;0.319158;63386.58110399999;8.98128;2.96;0.39;1
3676;7.329181999999999;0.36590400000000006;9707.20443;11.786116999999999;3.02;0.4;1
3677;6.776472;0.8962800000000002;137302.085352;8.96886;2.89;0.42;1
3678;6.184996;0.4422;78534.4855;8.978219999999999;3.3;0.51;1
3679;6.260561999999999;0.5921916;38652.51104;10.93114;3.43;0.59;1
3680;6.9854400000000005;0.319158;63386.58110399999;8.98128;2.96;0.39;1
3681;5.458365;0.1646892;3108.29076;9.924299999999999;3.28;0.5;1
3682;6.44904;0.6506240000000001;6389.5104;10.616112;3.29;0.46;1
3683;6.548189999999999;0.6848226000000002;6100.531919999999;10.616005;3.29;0.46;1
3684;5.343462;0.23322000000000004;7834.10901;13.259701999999999;3.39;0.77;1
3685;7.743683999999999;0.113088;42815.821616;10.92058;2.99;0.39;1
3686;5.458365;0.1646892;3108.29076;9.924299999999999;3.28;0.5;1
3687;6.44904;0.6506240000000001;6389.5104;10.616112;3.29;0.46;1
3688;6.548189999999999;0.6848226000000002;6100.531919999999;10.616005;3.29;0.46;1
3689;7.743683999999999;0.113088;42815.821616;10.92058;2.99;0.39;1
3690;7.736508000000001;0.103424;15527.5683;10.91046;2.99;0.39;1
3691;6.043392;0.13061440000000002;5339.9808;10.996992;3.16;0.37;1
3692;7.344056;0.06999999999999999;2421.5536;10.817596;2.79;0.52;1
3693;6.638628;0.12729600000000002;4708.47168;11.39466;3.03;0.37;1
3694;5.343462;0.23322000000000004;7834.10901;13.259701999999999;3.39;0.77;1
3695;6.883026;0.4173840000000001;141216.351084;9.376876;3.08;0.49;1
3696;6.883026;0.4173840000000001;141216.351084;9.376876;3.08;0.49;1
3697;6.883026;0.4173840000000001;141216.351084;9.376876;3.08;0.49;1
3698;6.272721;0.32642400000000005;96876.102258;10.554102;3.17;0.38;1
3699;6.883026;0.4173840000000001;141216.351084;9.376876;3.08;0.49;1
3700;7.332956;0.1675674;5101.35912;11.891279999999998;3.03;0.65;1
3701;6.071452;0.3969000000000001;74375.28700000003;10.152264;3.14;0.42;1
3702;6.272721;0.32642400000000005;96876.102258;10.554102;3.17;0.38;1
3703;4.937;0.06588000000000001;8343.53;13.3299;3.26;0.37;1
3704;6.686198;1.6248960000000001;182671.719472;9.680017999999999;3.31;0.58;1
3705;6.4429300000000005;0.17130960000000003;25534.124566000002;12.092884;3.24;0.32;1
3706;6.8465940000000005;0.55242;29912.17383;12.204798;3.11;0.57;1
3707;6.4429300000000005;0.17130960000000003;25534.124566000002;12.092884;3.24;0.32;1
3708;6.243237;0.099;5272.0668;11.297286;3.42;0.57;1
3709;6.44371;0.30729600000000007;22953.387226000003;12.590017999999999;3.2;0.7;1
3710;6.686198;1.6248960000000001;182671.719472;9.680017999999999;3.31;0.58;1
3711;7.351012;0.16385;23662.708951999997;10.728504;3.13;0.29;1
3712;7.55288;0.13996800000000004;20187.65568;10.9318;3.08;0.29;1
3713;6.371200000000001;1.1907;84212.92880000001;9.45725;3.18;0.48;1
3714;6.4854400000000005;0.6048;70485.75744;10.077376000000001;3.2;0.49;1
3715;5.541983999999999;0.15903000000000003;2939.2308000000003;13.063247999999998;3.46;0.4;1
3716;7.385792;0.9373728;142995.320832;8.783104;3.02;0.34;1
3717;6.371264;1.2929928;88603.177428;9.457345;3.18;0.48;1
3718;6.570167999999999;1.2478752000000004;86326.63192799999;9.457059999999998;3.18;0.48;1
3719;6.569706;1.2136904000000002;81068.579384;9.456395;3.16;0.47;1
3720;6.371200000000001;1.1907;84212.92880000001;9.45725;3.18;0.48;1
3721;6.4698400000000005;1.3061099999999999;72159.61856;9.45592;3.18;0.47;1
3722;6.767632;0.42892499999999995;82782.271768;10.350496;3.03;0.58;1
3723;6.27543;0.6930560000000002;128018.772;9.86139;3.14;0.55;1
3724;5.45732;0.561384;4193.404688;9.9224;3.22;0.48;1
3725;6.4854400000000005;0.6048;70485.75744;10.077376000000001;3.2;0.49;1
3726;6.580331999999999;0.20056399999999996;43446.64203;9.371988;3.17;0.39;1
3727;6.97599;0.7303842;12614.682717000002;9.268101000000001;3.03;0.47;1
3728;7.834904000000001;0.6442254000000001;5748.24096;10.810184000000001;3.05;0.52;1
3729;6.94162;0.624456;8109.200484000001;11.304924;3.2;0.57;1
3730;8.038602000000001;0.10584;442.520078;10.221926000000002;2.99;0.73;1
3731;8.226047;0.10157400000000001;1242.82686;10.90199;3.02;0.51;1
3732;7.834904000000001;0.6442254000000001;5748.24096;10.810184000000001;3.05;0.52;1
3733;7.148015999999999;0.2694636000000001;11284.334592;10.722024;2.99;0.4;1
3734;8.038602000000001;0.10584;442.520078;10.221926000000002;2.99;0.73;1
3735;8.226047;0.10157400000000001;1242.82686;10.90199;3.02;0.51;1
3736;6.97599;0.7303842;12614.682717000002;9.268101000000001;3.03;0.47;1
3737;6.7563439999999995;0.6032165999999999;5029.899392;10.134515999999998;2.96;0.59;1
3738;6.855702;0.5960556;4776.039702;10.134515999999998;2.96;0.59;1
3739;7.148015999999999;0.2694636000000001;11284.334592;10.722024;2.99;0.4;1
3740;6.77994;0.8592480000000001;102437.31581999999;10.469025;3.24;0.52;1
3741;7.13664;0.8631168000000001;7112.8512;11.00232;3.13;0.52;1
3742;7.834904000000001;0.6442254000000001;5748.24096;10.810184000000001;3.05;0.52;1
3743;6.94162;0.624456;8109.200484000001;11.304924;3.2;0.57;1
3744;7.376098000000001;0.6950552000000002;55709.375623;10.266731000000002;3.22;0.49;1
3745;6.247836;0.6125952;16651.375488;12.793188;3.28;0.33;1
3746;6.768039999999999;0.7250849999999999;32126.691520000004;9.85347;3.12;0.59;1
3747;6.248718;0.452736;28494.451638000002;11.208018000000001;3.24;0.44;1
3748;5.058587999999999;0.37128;29137.466879999993;11.406619999999998;3.38;0.4;1
3749;5.058587999999999;0.37128;29137.466879999993;11.406619999999998;3.38;0.4;1
3750;6.246954;0.30888;16465.780848000002;10.609905999999999;3.0;0.38;1
3751;6.867018000000001;0.4576992000000001;87760.091952;10.350288;3.03;0.56;1
3752;6.9423200000000005;0.6220368000000002;44975.52259200001;12.397;3.17;0.64;1
3753;6.670386;1.3050856000000002;76255.05628799998;9.45801;3.19;0.48;1
3754;7.23503;0.314496;7988.266;11.199430000000001;3.05;0.56;1
3755;6.634072000000001;0.28902720000000004;4182.43584;12.87208;3.26;0.54;1
3756;5.058587999999999;0.37128;29137.466879999993;11.406619999999998;3.38;0.4;1
3757;5.046755999999999;0.2172258;1273.56372;11.37994;3.22;0.39;1
3758;6.248718;0.452736;28494.451638000002;11.208018000000001;3.24;0.44;1
3759;7.033402;0.35420000000000007;13789.4304;13.076184;3.15;0.57;1
3760;4.765152;0.22568520000000003;26865.331331999998;11.416509999999999;3.46;0.28;1
3761;6.7524;0.6585019999999999;13554.45;9.5328;2.83;0.44;1
3762;6.7524;0.6585019999999999;13554.45;9.5328;2.83;0.44;1
3763;6.9846;0.27752999999999994;81001.40399999998;9.678659999999999;3.15;0.37;1
3764;6.4649;0.6660368;33218.04864;9.150319999999999;3.14;0.62;1
3765;6.164598;0.4189588000000001;12606.205193999998;8.352036;3.16;0.48;1
3766;7.920160000000001;0.4588650000000001;5017.025352;12.276248000000002;3.0;0.45;1
3767;7.920160000000001;0.4588650000000001;5017.025352;12.276248000000002;3.0;0.45;1
3768;6.4649;0.6660368;33218.04864;9.150319999999999;3.14;0.62;1
3769;6.164598;0.4189588000000001;12606.205193999998;8.352036;3.16;0.48;1
3770;6.63903;0.21755999999999998;4994.136;11.59353;3.14;0.36;1
3771;6.553404;0.7219800000000001;67648.70431799999;10.922339999999998;2.96;0.56;1
3772;7.4283;0.2811328;6218.378496;11.786236;2.97;0.43;1
3773;7.421849999999999;0.26656;18208.271999999997;13.062455999999997;3.2;0.5;1
3774;6.63903;0.21755999999999998;4994.136;11.59353;3.14;0.36;1
3775;6.39104;0.7124480000000001;102499.49951999998;9.08726;3.26;0.54;1
3776;6.6505540000000005;0.19253759999999998;19475.204400000002;12.507012;3.34;0.35;1
3777;6.39104;0.7124480000000001;102499.49951999998;9.08726;3.26;0.54;1
3778;8.169495999999999;0.5450637;10921.22136;10.560567999999998;3.23;0.64;1
3779;6.6505540000000005;0.19253759999999998;19475.204400000002;12.507012;3.34;0.35;1
3780;5.835867;0.181917;12068.968608;13.551080999999998;3.41;0.33;1
3781;5.842239;0.15828600000000004;5249.10321;11.88252;3.36;0.49;1
3782;6.547067999999999;0.309504;14236.89696;12.39975;3.4;0.73;1
3783;5.854334000000001;0.10691999999999999;20956.5312;12.006346;3.55;0.68;1
3784;5.8503810000000005;0.2288448;42493.20122399999;11.204967;3.21;0.38;1
3785;5.842239;0.15828600000000004;5249.10321;11.88252;3.36;0.49;1
3786;5.358096000000001;0.23390640000000004;7801.3877760000005;10.220072;3.46;0.55;1
3787;6.043147999999999;0.334152;39894.28732799999;12.581635999999998;3.27;0.31;1
3788;7.269851;0.6458400000000001;77180.72169600001;9.162004;3.12;0.37;1
3789;7.269851;0.6458400000000001;77180.72169600001;9.162004;3.12;0.37;1
3790;6.183136;0.5417280000000001;203004.72115199998;9.47416;3.1;0.47;1
3791;6.45866;0.40398750000000005;112470.11159999997;10.035763999999999;3.16;0.34;1
3792;6.45866;0.40398750000000005;112470.11159999997;10.035763999999999;3.16;0.34;1
3793;6.535187999999999;0.3195192;6598.55952;12.87234;3.25;0.53;1
3794;5.938079999999999;0.475912;19671.671423999996;12.964807999999998;3.24;0.56;1
3795;8.330952;0.3992064;8595.856437999999;10.909579999999998;3.1;0.55;1
3796;7.269851;0.6458400000000001;77180.72169600001;9.162004;3.12;0.37;1
3797;5.9765999999999995;0.54516;219188.21904;9.36334;3.08;0.36;1
3798;6.183136;0.5417280000000001;203004.72115199998;9.47416;3.1;0.47;1
3799;6.071574;0.45767700000000006;96723.956112;10.152467999999999;3.16;0.4;1
3800;6.45866;0.40398750000000005;112470.11159999997;10.035763999999999;3.16;0.34;1
3801;7.290071999999999;2.0260368000000004;161494.768008;8.588303999999999;3.06;0.49;1
3802;7.582976;3.2105418;122551.46841599999;8.979840000000001;2.91;0.51;1
3803;6.669515;1.5949128;77246.92;9.55632;3.13;0.5;1
3804;7.348126;0.3318084;7006.537439999999;9.830601;3.29;0.44;1
3805;6.079565;0.4906440000000001;120245.324175;10.464825000000001;3.2;0.38;1
3806;7.033898999999999;0.4508392;2912.6286;11.293866;3.15;0.5;1
3807;6.47998;1.2727050000000002;100262.23823999999;9.371048;3.18;0.49;1
3808;6.754032;0.51246;10652.499;11.024964;3.12;0.28;1
3809;5.99376;0.35058240000000007;82897.29705600001;8.890744000000002;3.1;0.45;1
3810;5.99376;0.35058240000000007;82897.29705600001;8.890744000000002;3.1;0.45;1
3811;7.045046;0.467754;5376.06468;10.716408000000001;3.15;0.52;1
3812;6.747368;0.6583005;35700.324088;12.105572;3.06;0.55;1
3813;5.99376;0.35058240000000007;82897.29705600001;8.890744000000002;3.1;0.45;1
3814;7.133472000000001;0.1578528;2621.55096;12.384500000000001;3.13;0.63;1
3815;6.747368;0.6583005;35700.324088;12.105572;3.06;0.55;1
3816;7.133472000000001;0.1578528;2621.55096;12.384500000000001;3.13;0.63;1
3817;5.99376;0.35058240000000007;82897.29705600001;8.890744000000002;3.1;0.45;1
3818;6.16962;0.4101084000000001;65754.31730999998;10.74708;3.16;0.37;1
3819;6.350976;0.4163431999999999;22328.443871999996;11.312676;2.99;0.31;1
3820;7.045046;0.467754;5376.06468;10.716408000000001;3.15;0.52;1
3821;5.962079999999999;0.28803600000000007;51602.10050399999;10.533007999999999;3.18;0.39;1
3822;6.9559;0.09424800000000001;3724.88445;9.14204;3.01;0.39;1
3823;5.849909;0.2891184;17856.698496;12.096421999999999;3.24;0.46;1
3824;6.93147;0.13167;2686.6377720000005;12.179583000000001;3.26;0.45;1
3825;6.665093;0.5128708;54844.762279999995;10.345816;3.23;0.56;1
3826;6.9677999999999995;0.43344;151622.51328;10.35216;2.99;0.57;1
3827;8.429960000000001;0.30107;7658.370720000001;10.909360000000001;3.07;0.55;1
3828;5.962079999999999;0.28803600000000007;51602.10050399999;10.533007999999999;3.18;0.39;1
3829;6.9559;0.09424800000000001;3724.88445;9.14204;3.01;0.39;1
3830;4.763808;0.010140000000000001;43.66824;13.39821;3.32;0.36;1
3831;6.04388;0.7824960000000002;2163.9071999999996;11.29512;2.95;0.64;1
3832;5.741651999999999;0.34390980000000004;6215.833259999999;11.38431;3.1;0.38;1
3833;6.43682;0.3136320000000001;11259.087487999997;12.378499999999999;3.25;0.63;1
3834;6.43682;0.3136320000000001;11259.087487999997;12.378499999999999;3.25;0.63;1
3835;6.624089000000001;0.29332199999999997;5908.291920000001;12.654976000000001;3.09;0.36;1
3836;6.148788;0.47792160000000006;29561.78592;11.107487999999998;3.23;0.43;1
3837;6.148788;0.47792160000000006;29561.78592;11.107487999999998;3.23;0.43;1
3838;7.030491;0.61716;41814.785922;13.466856;3.17;0.27;1
3839;6.43682;0.3136320000000001;11259.087487999997;12.378499999999999;3.25;0.63;1
3840;7.139088;0.4536000000000001;3748.0212;11.006094;3.17;0.48;1
3841;6.148788;0.47792160000000006;29561.78592;11.107487999999998;3.23;0.43;1
3842;7.030491;0.61716;41814.785922;13.466856;3.17;0.27;1
3843;6.17272;1.6473408;79391.73256;9.358640000000001;3.18;0.52;1
3844;6.523175999999999;0.325066;4145.577184;13.046351999999999;3.0;0.4;1
3845;7.336212;0.6104999999999999;8165.7987840000005;11.103455999999998;3.04;0.53;1
3846;7.281823;1.2069864000000001;117485.13178400001;10.174602;3.14;0.57;1
3847;6.624089000000001;0.29332199999999997;5908.291920000001;12.654976000000001;3.09;0.36;1
3848;8.535414;0.45616499999999993;1557.812304;10.024149;2.95;0.39;1
3849;8.535414;0.45616499999999993;1557.812304;10.024149;2.95;0.39;1
3850;8.534554;0.21380699999999997;4299.03348;10.221617;2.83;0.31;1
3851;6.866328000000001;0.20689760000000001;26895.10824;9.851688000000001;3.19;0.33;1
3852;6.44137;0.3325432;6964.4092439999995;11.39627;3.15;0.31;1
3853;6.591552;1.6392095999999998;72774.329472;8.988480000000001;3.18;0.56;1
3854;6.591552;1.6392095999999998;72774.329472;8.988480000000001;3.18;0.56;1
3855;6.032533999999999;0.22058400000000003;3745.6102499999997;11.966173999999999;3.03;0.41;1
3856;6.127119;0.32054400000000005;4692.977856;13.1436585;3.14;0.41;1
3857;6.853494;0.3572800000000001;38644.17086399999;11.42249;3.22;0.6;1
3858;8.641535999999999;0.1701063;10435.002367999998;10.926079999999999;2.96;0.52;1
3859;7.243206000000001;0.27216;2817.1110240000007;10.616754;3.28;0.53;1
3860;6.99286;0.778688;153483.2872;9.390412;3.08;0.56;1
3861;5.670702;0.26082;13666.988736000001;10.247058;3.44;0.61;1
3862;6.46932;3.6203759999999994;51856.625964;9.256104;3.17;0.42;1
3863;8.123084;0.251712;4110.280504;11.887440000000002;2.88;0.6;1
3864;6.155484;0.6594048;46741.86631799999;10.92102;3.21;0.6;1
3865;6.872400000000001;1.1609119999999997;47229.5232;9.2628;3.16;0.5;1
3866;4.857762;1.1406252;4536.55488;10.012937999999998;3.24;0.4;1
3867;7.139952;0.5039346;4099.52244;11.007425999999999;3.18;0.47;1
3868;6.362112;0.15594;19276.006464;9.841392;2.99;0.58;1
3869;6.056141;0.6676992;46578.078274000014;10.920910000000001;3.22;0.6;1
3870;6.155484;0.6594048;46741.86631799999;10.92102;3.21;0.6;1
3871;5.93784;0.528066;8182.046628;12.3705;3.32;0.42;1
3872;6.036072;0.572544;12674.167968;12.566904000000001;3.31;0.44;1
3873;5.669733;0.19845;14663.71998;9.250617;3.32;0.45;1
3874;6.872400000000001;1.1609119999999997;47229.5232;9.2628;3.16;0.5;1
3875;4.857762;1.1406252;4536.55488;10.012937999999998;3.24;0.4;1
3876;6.2943299999999995;0.701316;103655.02643999999;8.79208;3.14;0.51;1
3877;6.93329;0.18575999999999998;7880.179320000001;11.093264;2.88;0.47;1
3878;8.330952;0.305976;7078.333859999999;10.711224;3.13;0.54;1
3879;6.2943299999999995;0.701316;103655.02643999999;8.79208;3.14;0.51;1
3880;6.93329;0.18575999999999998;7880.179320000001;11.093264;2.88;0.47;1
3881;5.357178000000001;0.3132;7278.81759;10.218321000000001;3.24;0.46;1
3882;7.634704000000001;0.2524392;5563.91448;11.898240000000001;3.11;0.48;1
3883;5.568528;0.185592;27957.98808;9.44661;3.26;0.41;1
3884;5.568528;0.185592;27957.98808;9.44661;3.26;0.41;1
3885;6.575052;0.6563519999999999;101787.18454800002;9.762956;3.14;0.54;1
3886;7.582747999999999;2.5618320000000003;109146.67334999998;8.979569999999999;2.91;0.51;1
3887;7.134335999999999;0.5913215999999999;27126.330879999998;12.881439999999998;3.17;0.53;1
3888;5.946479999999999;0.5553152000000001;5679.284831999999;11.694744;3.39;0.44;1
3889;7.485225;1.6605119999999995;133241.595938;8.782664;2.97;0.52;1
