|city_clear|ru_names
3004|Орехово-Зуево (Московская обл.)|Орехово-Зуево
3005|Орехово-Зуево.|Орехово-Зуево.
3006|Орехово-Зуево.Электросталь|Орехово-Зуево.Электросталь
3007|Орехово-зуево|Орехово-Зуево
3008|Оричи Кировской области|Оричи Асти
3009|Орловская область,  г. Мценск|Г. Мценск
3010|Орск|Орск
3011|Орск (Нижний Новгород)|Орск Нижний Новгород
3012|Орск (Оренбургская обл.)|Орск
3013|Орск (Оренбургская область)|Орск
3014|Орск, Оренбургской области|Орск Асти
3015|Орёл|Орёл
3016|Орёл (Воронеж)|Орёл Воронеж
3017|Орёл (Орловская область)|Орёл
3018|Осинники|Осинники
3019|Осинники (Кемеровская обл.)|Осинники
3020|Осташков|Осташков
3021|Остров|Остров
3022|Остров Псковская область|Остров
3023|Остров, Псковская обл.|Остров
3024|Остров, Псковская область|Остров
3025|Островцы|Островцы
3026|Островцы, Рам. район, Моск. области|Островцы Рам. Моск. Асти
3027|Острогожск|Острогожск
3028|Острогожск Воронежской области|Острогожск Асти
3029|Отд.№2009: Санкт-Петербург, г.Пушкин, Оранжерейная 46.|Отд.№ Санкт-Петербург Пушкин Оранжерейная.
3030|Открытие|Открытие
3031|Отрадное|Отрадное
3032|Отрадное, Ленинградская область,  Кировский район|Отрадное
3033|Отрадное, Ленинградская область, Кировский р-н|Отрадное
3034|Отрадный|Отрадный
3035|Отрадный (Самарская обл.)|Отрадный
3036|Отрадный Самарская область|Отрадный
3037|Отрадный Самарской обл|Отрадный
3038|Оха|Оха
3039|Оха Сахалинской обл|Оха
3040|Оханск|Оханск
3041|Очер|Очер
3042|Очер, Пермский край|Очер 
3043|П-Камчатский|П-Камчатский
3044|П. Рефтинский г. Асбеста Свердловской области|П. Рефтинский Г. Асбест Асти
3045|П. Салым|П. Салым
3046|ПГТ  Запрудня (Москва и область)|Пгт Запрудня Москва 
3047|ПГТ Львовский|Пгт Львовский
3048|ПГТ Малаховка|Пгт Малаховка
3049|ПЕРМЬ|Пермь
3050|ПЕрмь|Пермь
3051|ПОДПОРОЖЬЕ|Подпорожье
3052|ПСКОВ|Псков
3053|ПЫТЬ-ЯХ|Пыть-Ях
3054|ПЯТИГОРСК|Пятигорск
3055|Павлово|Павлово
3056|Павлово Нижегородской области|Павлово Асти
3057|Павлово,Нижегородская область|Павлово 
3058|Павловск|Павловск
3059|Павловская|Павловская
3060|Павловская (Краснодарский край)|Павловская 
3061|Павловская Слобода|Павловская Слобода
3062|Павловская станица Краснодарский край (Москва)|Павловская Станица Москва 
3063|Павловский|Павловский
3064|Павловский -Посд|Павловский -Посад
3065|Павловский Посад|Павловский Посад
3066|Павловский Посад (Москва)|Павловский Посад Москва 
3067|Павловский Посад (Московская обл.)|Павловский Посад 
3068|Павловский Посад (Орехово-Зуево)|Павловский Посад Орехово-Зуево
3069|Павловский Посад, село Рахманово|Павловский Посад Село Рахманово
3070|Павлоград Днепропетровская обл (Москва)|Павлоград Москва
3071|Павлодар|Павлодар
3072|Павлодар (Москва)|Павлодар Москва 
3073|Пакистан|Пакистан
3074|Палласовка|Палласовка
3075|Пальма де Майорка|Пальма Де Майорка
3076|Париж|Париж
3077|Партизанск|Партизанск
3078|Партизанск (Невинномысск)|Партизанск Невинномысск 
3079|Партизанск, Приморский край|Партизанск 
3080|Парыж|Парыж
3081|Пемь|Пермь
3082|Пенза|Пенза
3083|Пенза (Пенза)|Пенза Пенза 
3084|Пенза (Пензенская область)|Пенза 
3085|Пенза (Самара)|Пенза Самара 
3086|Пенза Пензенской области|Пенза Асти
3087|Пензенская об пгт Тамала|Пензенская Об Пгт Тамала
3088|Первомайский Забайкальский край|Первомайский 
3089|Первомайское|Первомайское
3090|Первоуральск|Первоуральск
3091|Первоуральск (Свердловская обл.)|Первоуральск
3092|Перемское|Перемское
3093|Пересвет|Пересвет
3094|Переславль|Переславль
3095|Переславль , Плесецк.|Переславль Плесецк.
3096|Переславль-Залесский|Переславль-Залесский
3097|Переславль-залесский|Переславль-Залесский
3098|Переяславка|Переяславка
3099|Пермская область|
3100|Пермский край| 
3101|Пермский край город Пермь| Пермь
3102|Пермский край, поселок Октябрьский| Поселок Октябрьский
3103|Пермскийкрай (Ставропольский край)| 
3104|Пермь|Пермь
3105|Пермь (Москва)|Пермь Москва
3106|Пермь (Пермский край)|Пермь 
3107|Пермь (Пермь)|Пермь Пермь 
3108|Пермь (Чайковский)|Пермь Чайковский
3109|Пермь - Москва|Пермь - Москва
3110|Пермь г|Пермь Г
3111|Пески|Пески
3112|Пестово|Пестово
3113|Петебург|Петербург
3114|Петербрг|Петербург
3115|Петербург|Петербург
3116|Петербург-Москва|Петербург-Москва
3117|Петрбург|Петербург
3118|Петров Вал|Петров Вал
3119|Петров Вал (Краснодар)|Петров Вал Краснодар
3120|Петровск|Петровск
3121|Петровск-Забайкальский (Чита)|Петровск-Забайкальский Чита
3122|Петрозаводск|Петрозаводск
3123|Петрозаводск (Москва)|Петрозаводск Москва
3124|Петрозаводск (Петрозаводск)|Петрозаводск Петрозаводск 
3125|Петрозаводск (Республика Карелия)|Петрозаводск 
3126|Петрозаводский филиал|Петрозаводский Филиал
3127|Петропавловск - Камчатский|Петропавловск - Камчатский
3128|Петропавловск- камчатский|Петропавловск- Камчатский
3129|Петропавловск-Камчатский|Петропавловск-Камчатский
3130|Петропавловск-Камчатский (Владивосток)|Петропавловск-Камчатский Владивосток
3131|Петропавловск-Камчатский (Камчатский край)|Петропавловск-Камчатский 
3132|Петропавловск-Камчатский - Москва|Петропавловск-Камчатский - Москва
3133|Петропавловск-камчатский|Петропавловск-Камчатский
3134|Петропаловск-Камчатский|Петропавловск-Камчатский
3135|Петрпавловск-Камчатский|Петропавловск-Камчатский
3136|Петухово|Петухово
3137|Петушки|Петушки
3138|Петушки (Балашиха)|Петушки Балашиха
3139|Печора|Печора
3140|Печора (Республика Коми)|Печора 
3141|Печоры (Псковская обл.)|Печора
3142|Пикалево|Пикалево
3143|Пикалёво|Пикалёво
3144|Пильна|Пильна
3145|Пионерский|Пионерский
3146|Пионерский Калининградская область|Пионерский
3147|Пироговский|Пироговский
3148|Питер|Питер
3149|Питер-Москва|Питер-Москва
3150|Питер/Сочи|Питер Сочи
3151|Питербург|Петербург
3152|Питкяранта|Питкяранта
3153|Пишу из Москвы|Пишу Из Москвы
3154|Планета Земля|Планета Земля
3155|Пласт|Пласт
3156|Плесецк|Плесецк
3157|Поворино|Поворино
3158|Повсеместно|Повсеместно
3159|Погар|Погар
3160|Погар, Брянская обл.|Погар
3161|Подгорная|Подгорная
3162|Подмосковья|Подмосковья
3163|Подольск|Подольск
3164|Подольск (Москва и область)|Подольск Москва
3165|Подольск (Москва)|Подольск Москва
3166|Подольск (Московская обл.)|Подольск 
3167|Подольск Моск. обл|Подольск Моск.
3168|Подольск Московской обл.|Подольск
3169|Подольск Московской области|Подольск Асти
3170|Подольск, Москва|Подольск Москва
3171|Подольск, Московская область|Подольск
3172|Подольск.Моск.область|Подольск.Московская.
3173|Подольск/Москва|Подольск Москва
3174|Подольский р-он, пос.Львовский|Пос.Львовский
3175|Подтесово|Подтесово
3176|Пойковский|Пойковский
3177|Пойковский. (Ханты-Мансийский автономный округ)|Пойковский. Ханты-Мансийский Автономный Округ
3178|Покачи|Покачи
3179|Покров|Покров
3180|Покровск Саха (Якутия)|Покровск Саха Якутия
3181|Покровское|Покровское
3182|Полазна|Полазна
3183|Полевской|Полевской
3184|Полтава (Москва)|Полтава Москва 
3185|Полтавка|Полтавка
3186|Полтавская|Полтавская
3187|Полысаево|Полысаево
3188|Полярные Зори|Полярные Зори
3189|Полярные зори|Полярные Зори
3190|Полярный|Полярный
3191|Полярный Мурманская обл.|Полярный 
3192|Полярный Мурманской|Полярный Мурманской
3193|Понравилась электронная очередь в Сбере|Понравилась Электронная Очередь В Сбере
3194|Поронайск|Поронайск
3195|Португалия|Португалия
3196|Порхов|Порхов
3197|Поселок|Поселок
3198|Поспелиха|Поспелиха
3199|Посьет (Приморский край)|Посьет 
3200|Посёлок имени Морозова|Посёлок Имени Морозова
3201|Похвистнево|Похвистнево
3202|Похвистнево (Самарская область)|Похвистнево
3203|Похвистнево Самарской области|Похвистнево Асти
3204|Похвистнево, Самара|Похвистнево Самара
3205|Похоже у Сбера появилось моментальное зачисление на карты|Похоже, У Сбера Появилось Мгновенное Зачисление На Карты
3206|Почеп|Почеп
3207|Починки (Нижегородская обл.)|Починки
3208|Починок Смоленской области|Починок Асти
3209|Правдинск|Правдинск
3210|Правдинский|Правдинский
3211|Правдинский Пушкинский район Московская область|Правдинский
3212|Прага|Прага
3213|Приват24|Приват
3214|Приволжск|Приволжск
3215|Приднестровье (Москва)|Приднестровье Москва
3216|Приморский|Приморский
3217|Приморский край| 
3218|Приморский край п.Краскино| П.Краскино
3219|Приморский край с. Вольно - Надеждинское| Вольно - Надеждинское
3220|Приморский край, г.Спасск-Дальний| Спасск-Дальний
3221|Приморский край, город Находка| Находка
3222|Приморский край, хорольский р-он, с.Хороль| С.Хороль
3223|Приморско-Ахтарск|Приморско-Ахтарск
3224|Приморско-Ахтарск (Краснодарский край)|Приморско-Ахтарск 
3225|Приобье|Приобье
3226|Приозерск|Приозерск
3227|Приозерск (Санкт-Петербург)|Приозерск Санкт-Петербург
3228|Приютово|Приютово
3229|Прокопьевск|Прокопьевск
3230|Прокопьевск кемеровская обл.|Прокопьевск
3231|Прокопьевск, Кемеровкая область|Прокопьевск
3232|Пролетарск|Пролетарск
3233|Промышленная|Промышленная
3234|Протвино|Протвино
3235|Протвино (Москва и область)|Протвино Москва
3236|Протвино (Московская обл.)|Протвино
3237|Протвино Моск. обл.|Протвино Моск.
3238|Прохладный|Прохладный
3239|Прохладный (Нальчик)|Прохладный Нальчик
3240|Прохладный (Республика Кабардино-Балкария) (Нальчик)|Прохладный -Балкария Нальчик
3241|Прохладный, КБР|Прохладный Кбр
3242|Пряжа|Пряжа
3243|Псков|Псков
3244|Псков (Псковская область)|Псков
3245|Псков (Санкт-Петербург)|Псков Санкт-Петербург 
3246|Пугачев|Пугачев
3247|Пугчев|Пугачев
3248|Пурпе|Пурпе
3249|Пустошка|Пустошка
3250|Путилково|Путилково
3251|Пушкин|Пушкин
3252|Пушкин (Санкт-Петербург и область)|Пушкин Санкт-Петербург 
3253|Пушкино|Пушкино
3254|Пушкино (МО)|Пушкино Мо 
3255|Пушкино (Москва)|Пушкино Москва 
3256|Пушкино (Московская обл.)|Пушкино
3257|Пушкино (Московская область)|Пушкино
3258|Пушкино М О|Пушкино М О
3259|Пушкино М.о.|Пушкино М.О.
3260|Пушкино МО|Пушкино Мо
3261|Пушкино Моск. обл.|Пушкино Моск.
3262|Пушкино Моск. области|Пушкино Моск. Асти
3263|Пушкино Московская область|Пушкино
3264|Пушкино Московской области|Пушкино Асти
3265|Пушкино московская область|Пушкино
3266|Пушкино, Московская область|Пушкино
3267|Пушкино, ОСБ 2570/0118|Пушкино Осб
3268|Пушкинские Горы|Пушкинские Горы
3269|Пущино|Пущино
3270|Пущино, МО|Пущино Мо
3271|Пуэртопринсесса Москва Ростов на Дону|Пуэрто Принцесса Москва Ростов На Дону
3272|Пыталово|Пыталово
3273|Пыть-Ях|Пыть-Ях
3274|Пятигорск|Пятигорск
3275|Пятигорск (Ставропольский край)|Пятигорск 
3276|Пятигорск, Ставропольский край|Пятигорск 
3277|Пятигорский|Пятигорский
3278|Пятингорск|Пятигорск
3279|Пятницкое|Пятницкое
3280|Р. Коми , г. Воркута|Р. Коми Г. Воркута
3281|Р.П. ЛИНЕВО|Р.П. Линево
3282|Р.П.Воскресенское|Р.П.Воскресенское
3283|РК|Рк
3284|РОСТОВ-НА -ДОНУ|Ростов-На -Дону
3285|РОСТОВ-НА-ДОНУ|Ростов-На-Дону
3286|РП.Пречистое Ярославской области|Рп.Пречистое Асти
3287|РС(Я),Мегино-Кангаласский р-н.,с.Майя|Рс Я Мегино- С.Майя
3288|РСО   Алания с.Октябрьское|Рсо Алания С.Октябрьское
3289|РТ Бавлы|Рт Бавлы
3290|РТ, г.Нижнекамск|Рт Нижнекамск
3291|РТ, г.Тетюши|Рт Тетюши
3292|РТ,г.Набережные Челны|Рт Набережные Челны
3293|РФ|Рф
3294|РЯЗАНЬ|Рязань
3295|Раанана, Израиль (Нижний Тагил)|Раанана Израиль Нижний Тагил
3296|Радищево|Радищево
3297|Радужный|Радужный
3298|Радужный (Владимир)|Радужный Владимир
3299|Радужный (Владимирская область)|Радужный
3300|Радужный Владимирской обл.|Радужный
3301|Радужный Владимирской области|Радужный Асти
3302|Радужный ХМАО Югры|Радужный Хмао Югры
3303|Раевский|Раевский
3304|Разань, Москва|Рязань Москва
3305|Развилка (Московская обл.) (Москва)|Развилка Москва 
3306|Райчихинск|Райчихинск
3307|Ракитное|Ракитное
3308|Раменкое|Раменское
3309|Раменское|Раменское
3310|Раменское (Московская обл.)|Раменское
3311|Раменское (Московская обл.) (Москва)|Раменское Москва 
3312|Раменское МОи|Раменское Мои
3313|Раменское Мос.обл.|Раменское Московская.
3314|Раменское, МО|Раменское Мо
3315|Раменское, Мос.обл.|Раменское Московская.
3316|Раменское, Моск. обл.|Раменское Моск. 
3317|Раменское, Московская обл.|Раменское
3318|Раменское, Московской обл.|Раменское
3319|Рамонь|Рамонь
3320|Рассказово|Рассказово
3321|Ревда|Ревда
3322|Ревда (Свердловская обл.)|Ревда
3323|Ревда Свердловской области|Ревда Асти
3324|Ревда, свердл.обл|Ревда Свердловская.
3325|Реж|Реж
3326|Республика Башкортостан г.Уфа| Уфа
3327|Республика Башкортостан, Буздякский район, с. Старый Буздяк| Старый Буздяк
3328|Республика Башкортостан, город Учалы| Учалы
3329|Республика Башкортостан,Зилаирский р-н,с.Матраево| С.Матраево
3330|Республика Калмыкия Элиста| Элиста
3331|Республика Карелия петрозаводск| Петрозаводск
3332|Республика Коми| 
3333|Республика Мордовия г. Саранск| Г. Саранск
3334|Республика Саха (Якутия)| Якутия
3335|Республика ТАТАРСТАН г.Нижнекамск| Нижнекамск
3336|Республика Хакасия, г. Черногорск| Г. Черногорск
3337|Реутов|Реутов
3338|Реутов (Москва и область)|Реутов Москва
3339|Реутов (Москва)|Реутов Москва 
3340|Реутов (Московская обл.)|Реутов
3341|Реутов М.О.|Реутов М.О.
3342|Реутов, МО|Реутов Мо
3343|Реутов, Московская область|Реутов 
3344|Реутов, Московская область (Москва)|Реутов Москва
3345|Реутово|Реутово
3346|Рефтинский|Рефтинский
3347|Ржев|Ржев
3348|Ржев (Тверская обл.)|Ржев
3349|Ржев (д. Митьково Ржевского района) (Ржев)|Ржев Д. Митьково А Ржев
3350|Ржев Тверской области|Ржев Асти
3351|Рига|Рига
3352|Ркза|Руза
3353|РнД|Рнд
3354|Ровеньки|Ровеньки
3355|Ровно|Ровно
3356|Рогачево|Рогачево
3357|Роговская|Роговская
3358|Родино|Родинно
3359|Родники|Родники
3360|Родники, Ивановская область|Родники
3361|Родники, Ивановской области|Родники Асти
3362|Родничок|Родничок
3363|Росиия|Россия
3364|Рославль|Рославль
3365|Рославль (Смоленская обл.)|Рославль
3366|Рославльский р-н,д.Заря|Д.Заря
3367|Россия|Россия
3368|Россия (Россия)|Россия Россия
3369|Россия Санкт-Петербург (Россия)|Россия Санкт-Петербург Россия
3370|Россия, Волгоград (Россия)|Россия Волгоград Россия
3371|Россия, Москва (Россия)|Россия Москва Россия
3372|Россия, Ростов на Дону Филиппины Эль Нидо|Россия Ростов На Дону Филиппины Эль Нидо
3373|Россия, Санкт Петербург (Россия)|Россия Санкт Петербург Россия
3374|Россия, Саратов (Россия)|Россия Саратов Россия
3375|Россия, Южный ФО, Астраханская обл., Астрахань|Россия Южный Фо Астрахань
3376|Россия, г.Орск (Россия)|Россия Орск Россия
3377|Россошь|Россошь
3378|Россошь г.|Россошь Г.
3379|Росто-на-Дону|Ростов-На-Дону
3380|Ростов|Ростов
3381|Ростов (Ростовская область)|Ростов
3382|Ростов - на - Дону|Ростов - На - Дону
3383|Ростов -на -Дону|Ростов -На -Дону
3384|Ростов -на-Дону|Ростов -На-Дону
3385|Ростов Великий|Ростов Великий
3386|Ростов Ярославская область|Ростов
3387|Ростов Ярославской обл.|Ростов
3388|Ростов н/Д|Ростов Н Д
3389|Ростов на Дону|Ростов На Дону
3390|Ростов на Дону (Москва)|Ростов На Дону Москва
3391|Ростов на Дону (Ростовская область)|Ростов На Дону
3392|Ростов на дону|Ростов На Дону
3393|Ростов, Ярославской обл.|Ростов
3394|Ростов- на - дону|Ростов- На - Дону
3395|Ростов-На-Дону|Ростов-На-Дону
3396|Ростов-н/Д|Ростов-Н Д
3397|Ростов-на -Дону|Ростов-На -Дону
3398|Ростов-на Дону|Ростов-На Дону
3399|Ростов-на- Дону|Ростов-Ранее Дону
3400|Ростов-на-Догну|Ростов-На-Дону
3401|Ростов-на-Дону|Ростов-На-Дону
3402|Ростов-на-Дону (Краснодар)|Ростов-На-Дону Краснодар
3403|Ростов-на-Дону (Москва)|Ростов-На-Дону Москва
3404|Ростов-на-Дону (Россия)|Ростов-На-Дону Россия
3405|Ростов-на-Дону (Ростовская область)|Ростов-На-Дону
3406|Ростов-на-Дону (филиал на Малиновского)|Ростов-На-Дону Филиал На Малиновского
3407|Ростов-на-Дону г.|Ростов-На-Дону
3408|Ростов-на-Дону, бул. Комарова, 28б|Ростов-На-Дону Б Комарова Б
3409|Ростов-на-Дону,Москва|Ростов-На-Дону Москва
3410|Ростов-на-Дрну|Ростов-На-Дону
3411|Ростов-на-дону|Ростов-На-Дону
3412|Ростов-на_Дону|Ростов-На Дону
3413|Ростов-на_дону|Ростов-На_Дону
3414|Ростов-наДону|Ростов-На Дону
3415|Ростов-нв-Дону|Ростов-На-Дону
3416|Ростовановское|Ростовановское
3417|Ростовская обл, г. Волгодонск|Г. Волгодонск
3418|Ростовская обл.|
3419|Ростовская обл., Неклиновский р-н, с. Фёдоровка| Фёдоровка
3420|Ростовская обл., г. Аксай|Г. Аксай
3421|Ростовская обл., с.Заветное|С.Заветное
3422|Ростовская обл.Орловский район,Пос.Красноармейский,пер.Красноармейский д.52| Пос.Красноармейский Пер.Красноармейский 
3423|Ростовская область|
3424|Ростовская область Семикаракорский район пос Вершинный|Пос Вершинный
3425|Ростовская область г. Каменск Шахтинский|Г. Каменск Шахтинский
3426|Ростовская область, Обливский район, станица Обливская|Станица Обливская
3427|Ростовский филиал|Ростовский Филиал
3428|Ротов-на-Дону|Ростов-На-Дону
3429|Роттердам|Роттердам
3430|Рошаль|Рошаль
3431|Рощино|Рощино
3432|Ррррррррррр|Ррррррррррр
3433|Ртищево|Ртищево
3434|Рубцовск|Рубцовск
3435|Рубцовск (Алтайский край)|Рубцовск 
3436|Рубцовск,  Алтайский край|Рубцовск 
3437|Рубцовск,Алтайский край|Рубцовск 
3438|Рубцоск|Рубцовск
3439|Рудногорск (Иркутская обл.)|Рудногорск 
3440|Рудногорск (Москва)|Рудногорск Москва
3441|Руза|Руза
3442|Руза (Москва)|Руза Москва
3443|Руза Московская область|Руза
3444|Рузаевка|Рузаевка
3445|Рузаевка-Мордовия|Рузаевка-Мордовия
3446|Румянцево|Румянцево
3447|Рыбинск|Рыбинск
3448|Рыбинск (Ярославль)|Рыбинск Ярославль 
3449|Рыбинск (Ярославская обл.)|Рыбинск
3450|Рыбинск (Ярославская область)|Рыбинск 
3451|Рыбинск Ярославская обл|Рыбинск
3452|Рыбинск, Ярославская область|Рыбинск 
3453|Рыбное|Рыбное
3454|Рыбное Рязанской области|Рыбное Асти
3455|Рыбное, Рязанской области|Рыбное Асти
3456|Рыбное,Рязанская обл.|Рыбное
3457|Рыльск|Рыльск
3458|Ряжск|Ряжск
3459|Рязанская область, р.п. Ухолово|Р.П. Ухолово
3460|Рязантдк|Рязань Дк
3461|Рязанцево|Рязанцево
3462|Рязань|Рязань
3463|Рязань (Воронеж)|Рязань Воронеж 
3464|Рязань (Москва)|Рязань Москва
3465|Рязань (Нижний Новгород)|Рязань Нижний Новгород
3466|Рязань (Челябинск)|Рязань Челябинск 
3467|Рязань, Москва|Рязань Москва
3468|Ряззань|Рязань
3469|Рязынь|Рязань
3470|С Пб|Спб
3471|С-ПБ| Свх Победа [ Уральск]
3472|С-Пб|Спб
3473|С-Пб.|Спб.
3474|С-Петербург|С-Петербург
3475|С-Петербург, г.Красное Село|С-Петербург Красное Село
3476|С-Петербург, офис Василеостровский|С-Петербург Офис Василеостровский
3477|С-Петербург, пос. Металлострой|С-Петербург По Металлострой
3478|С-пб|Спб
3479|С. Пб.|С. Пб.
3480|С. Петербург|С. Петербург
3481|С. Шубинское Барабинского района Новосибирской области|С. Шубинское А Асти
3482|С.-Петербург|С.-Петербург
3483|С.Петербург|С.Петербург
3484|С.Петербург (Москва)|С.Петербург Москва
3485|САМАРА|Самара
3486|САНКТ - ПЕТЕРБУРГ|Санкт - Петербург
3487|САНКТ-ПЕТЕРБУРГ|Санкт-Петербург
3488|САНТК-ПЕТЕРБУРГ|Санкт-Петербург
3489|САРАТОВ|Саратов
3490|САнкт Петербург|Санкт Петербург
3491|САнкт-Петербург|Санкт-Петербург
3492|СВЕРДЛООВСКАЯ ОБЛ,Г.ПЕРВОУРАЛЬСК, ОТД НА ВАТУТИНА №7003|Свердловская Обливская Первоуральск Отрадная На Ватутина №
3493|СЕЛО ПЕШКОВО|Село Пешково
3494|СЕРПУХОВ|Серпухов
3495|СМОЛЕНСК|Смоленск
3496|СМС по телефону|Смс По Телефону
3497|СНГ| Синегорье [Мгд]
3498|СП-б|Спб
3499|СПБ| Свх Победа [ Уральск]
3500|СПБ (Москва)| Свх Победа [ Уральск] Москва
3501|СПБ.| Свх Победа [ Уральск].
3502|СПб|Спб
3503|СПб (Москва)|Спб Москва 
3504|СПб Пушкин|Спб Пушкин
3505|СПб г.Пушкин|Спб Пушкин
3506|СПб и Лен. обл.|Спб И Лен.
3507|СПб и Москва|Спб И Москва
3508|СПб, Колпино|Спб Колпино
3509|СПб, Маскат|Спб Маскат
3510|СПб, Пушкин|Спб Пушкин
3511|СПб,Крестьянский пер.,д.5|Спб Крестьянский Пер.
3512|СПб.|Спб.
3513|СПб. / Самусь|Спб. Самусь
3514|СТ КРИВЯНСКАЯ|Ст Кривянская
3515|СТАРИЦА|Старица
3516|СТАРЫЙ ОСКОЛ|Старый Оскол
3517|СФО| Сафоново [Угц]
3518|Сагуны|Сагуны
3519|Саект-Петербург|Санкт-Петербург
3520|Саки|Саки
3521|Сакнт Петербург|Санкт Петербург
3522|Сакнт-Петербург|Санкт-Петербург
3523|Сакт - Петербург|Санкт - Петербург
3524|Сакт-ПЕтербург|Санкт-Петербург
3525|Сакт-Петербург|Санкт-Петербург
3526|Салават|Салават
3527|Салават (Республика Башкортостан)|Салават 
3528|Салават Респ.Башкортостан|Салават Респ.Башкортостан
3529|Салехард|Салехард
3530|Салехард (Москва)|Салехард Москва 
3531|Салым|Салым
3532|Сальск|Сальск
3533|Сама уже не пойму какой|Сама Уже Не Пойму Какой
3534|Самара|Самара
3535|Самара (Казань)|Самара Казань
3536|Самара (Москва)|Самара Москва
3537|Самара (Самара)|Самара Самара 
3538|Самара (Самарская область)|Самара
3539|Самара (Ульяновск)|Самара Ульяновск
3540|Самара Чернореченская 42а (Самара)|Самара Чернореченская А Самара 
3541|Самара г|Самара Г
3542|Самара главный офис|Самара Главный Офис
3543|Самара операционный офис|Самара Операционный Офис
3544|Самара, Москва|Самара Москва
3545|Самара, Октябрьский район|Самара
3546|Самара-Москва|Самара-Москва
3547|Самара-Новокуйбышевск|Самара-Новокуйбышевск
3548|Самара.|Самара.
3549|Самара/СПб|Самара Спб
3550|Самарская обл Богатовский район с. Максимовка| Максимовка
3551|Самарская обл.|
3552|Самарская обл. п . Безенчук| П . Безенчук
3553|Самарская область|
3554|Самарская область, село Кошки|Село Кошки
3555|Самарское|Самарское
3556|Самойловка|Самойловка
3557|Сан Диего|Сан Диего
3558|Сан-франциско|Сан-Франциско
3559|Санк|Санкт
3560|Санк- Петербург|Санкт- Петербург
3561|Санк-Петербург|Санкт-Петербург
3562|Санк-Петербург г.Пушкин|Санкт-Петербург Пушкин
3563|Санк-Петерубрг|Санкт-Петербург
3564|Санк_Петербург|Санкт Петербург
3565|СанкПетербург|Санкт Петербург
3566|Санки-Петербург|Санкт-Петербург
3567|Санккт-Петербург|Санкт-Петербург
3568|Санкт - Петербург|Санкт - Петербург
3569|Санкт - петербург|Санкт - Петербург
3570|Санкт -Петербург|Санкт -Петербург
3571|Санкт Петербург|Санкт Петербург
3572|Санкт Петербург.|Санкт Петербург.
3573|Санкт Петергбург|Санкт Петербург
3574|Санкт петербург|Санкт Петербург
3575|Санкт!Петербург|Санкт Петербург
3576|Санкт-|Санкт-
3577|Санкт- Пеетрбург|Санкт- Петербург
3578|Санкт- Петербург|Санкт- Петербург
3579|Санкт- Петербург, Ленинский пр-т 109|Санкт- Петербург -Т
3580|Санкт- петербург|Санкт- Петербург
3581|Санкт-Gtnth,ehu|Санкт-Петербург
3582|Санкт-Пебербург|Санкт-Петербург
3583|Санкт-Пеербург (Москва)|Санкт-Петербург Москва
3584|Санкт-Пеетрбург (Москва)|Санкт-Петербург Москва
3585|Санкт-Пектербург|Санкт-Петербург
3586|Санкт-Пептекрбург|Санкт-Петербург
3587|Санкт-Перебург|Санкт-Петербург
3588|Санкт-Перербург|Санкт-Петербург
3589|Санкт-Перетбург|Санкт-Петербург
3590|Санкт-Пертербург|Санкт-Петербург
3591|Санкт-Петеpбуг|Санкт-Петербург
3592|Санкт-Петебруг|Санкт-Петербург
3593|Санкт-Петебрург|Санкт-Петербург
3594|Санкт-Петебург|Санкт-Петербург
3595|Санкт-Петер|Санкт-Петербург
3596|Санкт-Петер6ург|Санкт-Петербург
3597|Санкт-Петербарг|Санкт-Петербург
3598|Санкт-Петерберг|Санкт-Петербург
3599|Санкт-Петербрг|Санкт-Петербург
3600|Санкт-Петербруг|Санкт-Петербург
3601|Санкт-Петербрург|Санкт-Петербург
3602|Санкт-Петербуг|Санкт-Петербург
3603|Санкт-Петербугр|Санкт-Петербург
3604|Санкт-Петербуог|Санкт-Петербург
3605|Санкт-Петербур|Санкт-Петербург
3606|Санкт-Петербург|Санкт-Петербург
3607|Санкт-Петербург (Астрахань)|Санкт-Петербург Астрахань
3608|Санкт-Петербург (Воронеж)|Санкт-Петербург Воронеж
3609|Санкт-Петербург (Всеволожск)|Санкт-Петербург Всеволожск
3610|Санкт-Петербург (Екатеринбург)|Санкт-Петербург Екатеринбург
3611|Санкт-Петербург (Красноярск)|Санкт-Петербург Красноярск
3612|Санкт-Петербург (Луга) (Санкт-Петербург)|Санкт-Петербург Луга Санкт-Петербург
3613|Санкт-Петербург (Москва)|Санкт-Петербург Москва
3614|Санкт-Петербург (Санкт-Петербург и область)|Санкт-Петербург Санкт-Петербург
3615|Санкт-Петербург (Санкт-Петербург)|Санкт-Петербург Санкт-Петербург
3616|Санкт-Петербург (Хабаровск)|Санкт-Петербург Хабаровск
3617|Санкт-Петербург - Казань|Санкт-Петербург - Казань
3618|Санкт-Петербург - Москва|Санкт-Петербург - Москва
3619|Санкт-Петербург - Омск|Санкт-Петербург - Омск
3620|Санкт-Петербург Кемерово|Санкт-Петербург Кемерово
3621|Санкт-Петербург г|Санкт-Петербург Г
3622|Санкт-Петербург г. Колпино|Санкт-Петербург Г. Колпино
3623|Санкт-Петербург г. Пушкин|Санкт-Петербург Г. Пушкин
3624|Санкт-Петербург и Нижн Новгород|Санкт-Петербург И Нижн Новгород
3625|Санкт-Петербург и Никель (Мурманская обл.)|Санкт-Петербург И Никель
3626|Санкт-Петербург и Томск|Санкт-Петербург И Томск
